,image_path,label,valence,arousal,dominance,bbox_x1,bbox_y1,bbox_x2,bbox_y2,fullpath,img_label,crop_label
37,mscoco/images/COCO_train2014_000000445462.jpg,Peace,0.6,0.5,0.8,152,55,343,411,emotic/emotic/images/mscoco/images/COCO_train2014_000000445462.jpg,Happiness,Surprise
38,mscoco/images/COCO_val2014_000000107239.jpg,Affection,0.7,0.6,0.7,178,39,435,227,emotic/emotic/images/mscoco/images/COCO_val2014_000000107239.jpg,Happiness,Happiness
39,framesdb/images/frame_gq8umfw35sg36nlq.jpg,Affection,0.4,0.4,0.9,542,131,627,363,emotic/emotic/images/framesdb/images/frame_gq8umfw35sg36nlq.jpg,Anticipation,Confidence
40,framesdb/images/frame_jsnriwfd0ffphs5g.jpg,Affection,0.4,0.3,0.4,291,383,393,532,emotic/emotic/images/framesdb/images/frame_jsnriwfd0ffphs5g.jpg,Happiness,Happiness
41,framesdb/images/frame_1cnsgmoppetoruv9.jpg,Affection,0.5,0.2,0.8,34,384,116,582,emotic/emotic/images/framesdb/images/frame_1cnsgmoppetoruv9.jpg,Happiness,Happiness
42,framesdb/images/frame_ek3zcwpt9ed6j6gm.jpg,Affection,0.7,0.2,0.9,81,783,236,1199,emotic/emotic/images/framesdb/images/frame_ek3zcwpt9ed6j6gm.jpg,Happiness,Happiness
43,framesdb/images/frame_c9ctv7ctm2dnic4v.jpg,Affection,0.5,0.2,0.9,31,1,732,1347,emotic/emotic/images/framesdb/images/frame_c9ctv7ctm2dnic4v.jpg,Excitement,Confidence
44,mscoco/images/COCO_train2014_000000439678.jpg,Affection,0.7,0.3,0.9,392,66,485,411,emotic/emotic/images/mscoco/images/COCO_train2014_000000439678.jpg,Happiness,Fatigue
45,mscoco/images/COCO_val2014_000000552247.jpg,Affection,0.8,0.5,0.7,362,125,520,419,emotic/emotic/images/mscoco/images/COCO_val2014_000000552247.jpg,Happiness,Happiness
46,emodb_small/images/007eear5kx5qhbzewz.jpg,Affection,0.8,0.4,1.0,215,111,580,352,emotic/emotic/images/emodb_small/images/007eear5kx5qhbzewz.jpg,Happiness,Happiness
47,emodb_small/images/007eear5kx5qhbzewz.jpg,Affection,0.8,0.3,0.7,28,1,579,398,emotic/emotic/images/emodb_small/images/007eear5kx5qhbzewz.jpg,Happiness,Happiness
48,mscoco/images/COCO_train2014_000000043264.jpg,Affection,0.5,0.4,0.4,261,146,563,413,emotic/emotic/images/mscoco/images/COCO_train2014_000000043264.jpg,Happiness,Happiness
49,emodb_small/images/2wd2hxmqz5sbgy2ypo.jpg,Affection,0.7,0.5,0.3,2,1,316,349,emotic/emotic/images/emodb_small/images/2wd2hxmqz5sbgy2ypo.jpg,Happiness,Happiness
50,emodb_small/images/2wd2hxmqz5sbgy2ypo.jpg,Affection,0.9,0.6,0.6,237,2,587,345,emotic/emotic/images/emodb_small/images/2wd2hxmqz5sbgy2ypo.jpg,Happiness,Happiness
51,emodb_small/images/2dx6iyafrj0xqsbyxz.jpg,Affection,0.6,0.6,0.7,126,36,274,183,emotic/emotic/images/emodb_small/images/2dx6iyafrj0xqsbyxz.jpg,Pleasure,Sadness
52,framesdb/images/frame_dfne06yl7tjnzbdt.jpg,Affection,0.5,0.2,0.9,123,39,421,298,emotic/emotic/images/framesdb/images/frame_dfne06yl7tjnzbdt.jpg,Happiness,Happiness
53,mscoco/images/COCO_train2014_000000444168.jpg,Affection,0.9,0.6,0.7,181,13,459,449,emotic/emotic/images/mscoco/images/COCO_train2014_000000444168.jpg,Happiness,Happiness
54,mscoco/images/COCO_train2014_000000330100.jpg,Affection,0.8,0.7,0.6,201,96,331,400,emotic/emotic/images/mscoco/images/COCO_train2014_000000330100.jpg,Fatigue,Embarrassment
55,framesdb/images/frame_cmwvbpa676fz8xne.jpg,Affection,0.7,0.5,0.7,178,88,341,484,emotic/emotic/images/framesdb/images/frame_cmwvbpa676fz8xne.jpg,Pleasure,Happiness
56,framesdb/images/frame_cmwvbpa676fz8xne.jpg,Affection,0.5,0.2,0.9,308,52,448,459,emotic/emotic/images/framesdb/images/frame_cmwvbpa676fz8xne.jpg,Happiness,Confidence
57,framesdb/images/frame_9pwj5e0e3540mhk2.jpg,Affection,0.3,0.1,0.1,74,55,927,963,emotic/emotic/images/framesdb/images/frame_9pwj5e0e3540mhk2.jpg,Affection,Happiness
58,framesdb/images/frame_d8e8zt0xx79rhd3a.jpg,Affection,0.6,0.4,0.7,934,449,1615,1935,emotic/emotic/images/framesdb/images/frame_d8e8zt0xx79rhd3a.jpg,Happiness,Happiness
59,emodb_small/images/3ehhn46l9yimyuaed8.jpg,Affection,0.5,0.4,0.7,2,37,782,917,emotic/emotic/images/emodb_small/images/3ehhn46l9yimyuaed8.jpg,Excitement,Pleasure
60,mscoco/images/COCO_val2014_000000243148.jpg,Affection,0.7,0.4,0.7,129,72,480,355,emotic/emotic/images/mscoco/images/COCO_val2014_000000243148.jpg,Pleasure,Happiness
61,emodb_small/images/280dp8lwiegcqa2q1z.jpg,Affection,0.8,0.5,0.8,65,21,246,183,emotic/emotic/images/emodb_small/images/280dp8lwiegcqa2q1z.jpg,Affection,Affection
62,framesdb/images/frame_ln54q5tur4s42ez9.jpg,Affection,0.6,0.5,0.7,41,207,870,866,emotic/emotic/images/framesdb/images/frame_ln54q5tur4s42ez9.jpg,Happiness,Happiness
63,mscoco/images/COCO_train2014_000000145679.jpg,Affection,0.6,0.4,0.6,197,136,422,421,emotic/emotic/images/mscoco/images/COCO_train2014_000000145679.jpg,Happiness,Confidence
64,emodb_small/images/2fahoe54zb00wjdivy.jpg,Affection,0.9,0.7,0.6,32,27,195,193,emotic/emotic/images/emodb_small/images/2fahoe54zb00wjdivy.jpg,Happiness,Affection
65,framesdb/images/frame_gq6sydxtsi4krfma.jpg,Affection,0.5,0.4,0.9,20,14,340,450,emotic/emotic/images/framesdb/images/frame_gq6sydxtsi4krfma.jpg,Happiness,Happiness
66,mscoco/images/COCO_val2014_000000573320.jpg,Affection,0.7,0.6,0.7,69,177,262,474,emotic/emotic/images/mscoco/images/COCO_val2014_000000573320.jpg,Excitement,Excitement
67,framesdb/images/frame_cayeoa053pjmm6w5.jpg,Affection,0.5,0.2,0.9,656,88,795,495,emotic/emotic/images/framesdb/images/frame_cayeoa053pjmm6w5.jpg,Happiness,Confidence
68,framesdb/images/frame_cayeoa053pjmm6w5.jpg,Affection,0.6,0.2,0.9,21,116,158,471,emotic/emotic/images/framesdb/images/frame_cayeoa053pjmm6w5.jpg,Happiness,Happiness
69,framesdb/images/frame_cayeoa053pjmm6w5.jpg,Affection,0.5,0.2,0.9,370,93,628,537,emotic/emotic/images/framesdb/images/frame_cayeoa053pjmm6w5.jpg,Happiness,Affection
70,mscoco/images/COCO_val2014_000000022680.jpg,Affection,0.9,0.4,0.8,410,176,585,427,emotic/emotic/images/mscoco/images/COCO_val2014_000000022680.jpg,Affection,Happiness
71,emodb_small/images/2bmpyaavvm6crl0ids.jpg,Affection,0.9,0.7,0.7,9,1,298,168,emotic/emotic/images/emodb_small/images/2bmpyaavvm6crl0ids.jpg,Happiness,Happiness
72,emodb_small/images/2bmpyaavvm6crl0ids.jpg,Affection,0.9,0.7,0.8,22,39,179,168,emotic/emotic/images/emodb_small/images/2bmpyaavvm6crl0ids.jpg,Happiness,Happiness
73,mscoco/images/COCO_val2014_000000564098.jpg,Affection,0.7,0.5,0.7,143,53,290,343,emotic/emotic/images/mscoco/images/COCO_val2014_000000564098.jpg,Pleasure,Pleasure
74,mscoco/images/COCO_train2014_000000487007.jpg,Affection,0.8,0.6,0.6,104,24,330,345,emotic/emotic/images/mscoco/images/COCO_train2014_000000487007.jpg,Happiness,Happiness
75,mscoco/images/COCO_val2014_000000479808.jpg,Affection,0.6,0.4,0.7,53,52,271,472,emotic/emotic/images/mscoco/images/COCO_val2014_000000479808.jpg,Doubt/Confusion,Pain
76,mscoco/images/COCO_train2014_000000411109.jpg,Esteem,0.6,0.5,0.7,223,119,341,389,emotic/emotic/images/mscoco/images/COCO_train2014_000000411109.jpg,Excitement,Anger
77,mscoco/images/COCO_train2014_000000379034.jpg,Esteem,0.5,0.4,0.7,384,114,547,341,emotic/emotic/images/mscoco/images/COCO_train2014_000000379034.jpg,Anticipation,Pleasure
78,framesdb/images/frame_3jwi6nrvfphi4lp6.jpg,Esteem,0.7,0.3,0.6,289,122,387,400,emotic/emotic/images/framesdb/images/frame_3jwi6nrvfphi4lp6.jpg,Happiness,Confidence
79,mscoco/images/COCO_train2014_000000498702.jpg,Esteem,0.7,0.8,0.8,179,18,352,198,emotic/emotic/images/mscoco/images/COCO_train2014_000000498702.jpg,Excitement,Excitement
80,emodb_small/images/4le1bbiky5djx0iuln.jpg,Esteem,0.6,0.6,0.8,112,230,382,714,emotic/emotic/images/emodb_small/images/4le1bbiky5djx0iuln.jpg,Happiness,Confidence
81,mscoco/images/COCO_val2014_000000510791.jpg,Esteem,0.7,0.5,0.9,248,44,366,372,emotic/emotic/images/mscoco/images/COCO_val2014_000000510791.jpg,Anticipation,Confidence
82,mscoco/images/COCO_train2014_000000385744.jpg,Esteem,0.5,0.5,0.6,393,56,578,302,emotic/emotic/images/mscoco/images/COCO_train2014_000000385744.jpg,Happiness,Happiness
83,mscoco/images/COCO_train2014_000000002842.jpg,Esteem,0.4,0.7,0.5,102,110,214,454,emotic/emotic/images/mscoco/images/COCO_train2014_000000002842.jpg,Excitement,Confidence
84,mscoco/images/COCO_val2014_000000509403.jpg,Esteem,0.6,0.9,0.9,359,59,479,373,emotic/emotic/images/mscoco/images/COCO_val2014_000000509403.jpg,Happiness,Anticipation
85,framesdb/images/frame_c9ctv7ctm2dnic4v.jpg,Esteem,0.5,0.6,0.6,566,9,1103,1028,emotic/emotic/images/framesdb/images/frame_c9ctv7ctm2dnic4v.jpg,Engagement,Confidence
86,mscoco/images/COCO_val2014_000000222681.jpg,Esteem,0.7,0.7,0.7,310,143,508,386,emotic/emotic/images/mscoco/images/COCO_val2014_000000222681.jpg,Happiness,Happiness
87,mscoco/images/COCO_train2014_000000426839.jpg,Esteem,0.6,0.4,0.7,27,10,506,480,emotic/emotic/images/mscoco/images/COCO_train2014_000000426839.jpg,Surprise,Anticipation
88,mscoco/images/COCO_train2014_000000259467.jpg,Esteem,0.8,0.8,0.7,337,246,502,424,emotic/emotic/images/mscoco/images/COCO_train2014_000000259467.jpg,Pleasure,Anticipation
89,framesdb/images/frame_belw7xz1lwepxcyq.jpg,Esteem,0.5,0.4,0.3,300,156,340,235,emotic/emotic/images/framesdb/images/frame_belw7xz1lwepxcyq.jpg,Sympathy,Confidence
90,mscoco/images/COCO_train2014_000000419767.jpg,Esteem,0.6,0.4,0.7,388,73,628,448,emotic/emotic/images/mscoco/images/COCO_train2014_000000419767.jpg,Pleasure,Doubt/Confusion
91,mscoco/images/COCO_train2014_000000217224.jpg,Esteem,0.3,0.3,0.3,127,129,375,299,emotic/emotic/images/mscoco/images/COCO_train2014_000000217224.jpg,Anticipation,Fatigue
92,framesdb/images/frame_cmwvbpa676fz8xne.jpg,Esteem,0.5,0.2,0.9,46,82,169,449,emotic/emotic/images/framesdb/images/frame_cmwvbpa676fz8xne.jpg,Pleasure,Anger
93,framesdb/images/frame_cmwvbpa676fz8xne.jpg,Esteem,0.4,0.4,0.7,3,74,76,463,emotic/emotic/images/framesdb/images/frame_cmwvbpa676fz8xne.jpg,Happiness,Sensitivity
94,mscoco/images/COCO_train2014_000000091642.jpg,Esteem,0.9,0.6,0.9,35,38,266,417,emotic/emotic/images/mscoco/images/COCO_train2014_000000091642.jpg,Happiness,Happiness
95,mscoco/images/COCO_train2014_000000078358.jpg,Esteem,0.7,0.8,1.0,68,69,284,356,emotic/emotic/images/mscoco/images/COCO_train2014_000000078358.jpg,Happiness,Happiness
96,mscoco/images/COCO_train2014_000000078358.jpg,Esteem,0.7,0.5,0.8,261,80,445,328,emotic/emotic/images/mscoco/images/COCO_train2014_000000078358.jpg,Pleasure,Happiness
97,mscoco/images/COCO_train2014_000000462509.jpg,Esteem,0.5,0.8,0.7,331,127,450,381,emotic/emotic/images/mscoco/images/COCO_train2014_000000462509.jpg,Excitement,Anticipation
98,mscoco/images/COCO_train2014_000000444171.jpg,Esteem,0.5,0.4,0.5,185,79,354,390,emotic/emotic/images/mscoco/images/COCO_train2014_000000444171.jpg,Happiness,Sensitivity
99,framesdb/images/frame_buzpuitr3r0g31br.jpg,Esteem,0.5,0.2,0.9,185,806,752,1553,emotic/emotic/images/framesdb/images/frame_buzpuitr3r0g31br.jpg,Engagement,Confidence
100,mscoco/images/COCO_val2014_000000053364.jpg,Esteem,0.5,0.3,0.2,46,228,169,425,emotic/emotic/images/mscoco/images/COCO_val2014_000000053364.jpg,Happiness,Happiness
101,framesdb/images/frame_5trqiebh1s6h9lg6.jpg,Esteem,0.6,0.3,0.7,2175,250,2371,898,emotic/emotic/images/framesdb/images/frame_5trqiebh1s6h9lg6.jpg,Excitement,Disconnection
102,mscoco/images/COCO_train2014_000000464812.jpg,Esteem,0.7,0.4,0.8,515,222,629,460,emotic/emotic/images/mscoco/images/COCO_train2014_000000464812.jpg,Happiness,Pleasure
103,mscoco/images/COCO_train2014_000000122667.jpg,Esteem,0.6,0.4,0.6,130,159,228,425,emotic/emotic/images/mscoco/images/COCO_train2014_000000122667.jpg,Pleasure,Pleasure
104,mscoco/images/COCO_val2014_000000194704.jpg,Esteem,0.8,0.4,0.7,147,153,458,417,emotic/emotic/images/mscoco/images/COCO_val2014_000000194704.jpg,Excitement,Excitement
105,mscoco/images/COCO_train2014_000000114421.jpg,Esteem,0.7,0.8,0.7,295,135,550,476,emotic/emotic/images/mscoco/images/COCO_train2014_000000114421.jpg,Happiness,Happiness
106,mscoco/images/COCO_val2014_000000041279.jpg,Esteem,0.6,0.4,0.6,285,128,498,331,emotic/emotic/images/mscoco/images/COCO_val2014_000000041279.jpg,Happiness,Pleasure
107,mscoco/images/COCO_train2014_000000353223.jpg,Esteem,0.5,0.7,0.7,144,44,424,330,emotic/emotic/images/mscoco/images/COCO_train2014_000000353223.jpg,Confidence,Confidence
108,mscoco/images/COCO_train2014_000000304473.jpg,Esteem,0.5,0.7,0.7,46,53,214,436,emotic/emotic/images/mscoco/images/COCO_train2014_000000304473.jpg,Anticipation,Excitement
109,mscoco/images/COCO_val2014_000000498032.jpg,Esteem,0.6,0.6,0.7,139,113,449,453,emotic/emotic/images/mscoco/images/COCO_val2014_000000498032.jpg,Anticipation,Excitement
110,framesdb/images/frame_9q90mzvc7x4cdyr3.jpg,Esteem,0.7,0.4,0.4,561,176,656,447,emotic/emotic/images/framesdb/images/frame_9q90mzvc7x4cdyr3.jpg,Excitement,Confidence
111,emodb_small/images/4dvzh6e97rzw27kig1.jpg,Esteem,0.8,0.7,0.8,36,63,600,450,emotic/emotic/images/emodb_small/images/4dvzh6e97rzw27kig1.jpg,Happiness,Happiness
112,mscoco/images/COCO_val2014_000000266922.jpg,Esteem,0.7,0.3,0.9,138,64,230,278,emotic/emotic/images/mscoco/images/COCO_val2014_000000266922.jpg,Happiness,Confidence
113,mscoco/images/COCO_train2014_000000443084.jpg,Esteem,0.7,0.6,0.4,272,166,443,342,emotic/emotic/images/mscoco/images/COCO_train2014_000000443084.jpg,Pleasure,Pleasure
114,mscoco/images/COCO_train2014_000000288841.jpg,Anticipation,0.6,0.4,0.7,485,149,605,473,emotic/emotic/images/mscoco/images/COCO_train2014_000000288841.jpg,Happiness,Happiness
115,mscoco/images/COCO_val2014_000000168683.jpg,Anticipation,0.6,0.7,0.7,257,39,405,183,emotic/emotic/images/mscoco/images/COCO_val2014_000000168683.jpg,Engagement,Confidence
116,mscoco/images/COCO_val2014_000000547457.jpg,Anticipation,0.8,0.4,0.7,157,43,470,420,emotic/emotic/images/mscoco/images/COCO_val2014_000000547457.jpg,Happiness,Happiness
117,mscoco/images/COCO_train2014_000000140322.jpg,Anticipation,0.6,0.4,0.3,83,146,608,511,emotic/emotic/images/mscoco/images/COCO_train2014_000000140322.jpg,Surprise,Surprise
118,mscoco/images/COCO_train2014_000000001966.jpg,Anticipation,0.5,0.9,0.7,126,70,344,439,emotic/emotic/images/mscoco/images/COCO_train2014_000000001966.jpg,Confidence,Anticipation
119,framesdb/images/frame_kuxvwgw2wheq7szc.jpg,Anticipation,0.2,0.7,0.7,209,117,318,335,emotic/emotic/images/framesdb/images/frame_kuxvwgw2wheq7szc.jpg,Fear,Pain
120,mscoco/images/COCO_train2014_000000411109.jpg,Anticipation,0.5,0.7,0.8,403,175,537,449,emotic/emotic/images/mscoco/images/COCO_train2014_000000411109.jpg,Anticipation,Anticipation
121,mscoco/images/COCO_val2014_000000054277.jpg,Anticipation,0.6,0.9,0.9,375,176,511,427,emotic/emotic/images/mscoco/images/COCO_val2014_000000054277.jpg,Excitement,Excitement
122,framesdb/images/frame_b1v3bzyq8s4ucvy1.jpg,Anticipation,0.5,0.7,0.8,76,760,1484,3396,emotic/emotic/images/framesdb/images/frame_b1v3bzyq8s4ucvy1.jpg,Excitement,Anger
123,framesdb/images/frame_b1v3bzyq8s4ucvy1.jpg,Anticipation,0.7,0.4,0.6,3229,700,4586,2503,emotic/emotic/images/framesdb/images/frame_b1v3bzyq8s4ucvy1.jpg,Happiness,Happiness
124,mscoco/images/COCO_train2014_000000390644.jpg,Anticipation,0.7,0.7,0.8,112,110,299,368,emotic/emotic/images/mscoco/images/COCO_train2014_000000390644.jpg,Confidence,Excitement
125,mscoco/images/COCO_train2014_000000322698.jpg,Anticipation,0.6,0.6,0.8,167,165,399,421,emotic/emotic/images/mscoco/images/COCO_train2014_000000322698.jpg,Anticipation,Excitement
126,mscoco/images/COCO_train2014_000000408190.jpg,Anticipation,0.8,0.8,0.7,348,366,531,568,emotic/emotic/images/mscoco/images/COCO_train2014_000000408190.jpg,Excitement,Excitement
127,framesdb/images/frame_aztc78d4kjclxv9e.jpg,Anticipation,0.6,0.6,0.6,115,266,230,392,emotic/emotic/images/framesdb/images/frame_aztc78d4kjclxv9e.jpg,Happiness,Yearning
128,framesdb/images/frame_aztc78d4kjclxv9e.jpg,Anticipation,0.4,0.8,0.7,190,206,259,282,emotic/emotic/images/framesdb/images/frame_aztc78d4kjclxv9e.jpg,Pleasure,Happiness
129,mscoco/images/COCO_train2014_000000298949.jpg,Anticipation,0.5,0.8,0.8,193,55,509,416,emotic/emotic/images/mscoco/images/COCO_train2014_000000298949.jpg,Excitement,Excitement
130,mscoco/images/COCO_val2014_000000576031.jpg,Anticipation,0.6,1.0,0.8,224,78,403,468,emotic/emotic/images/mscoco/images/COCO_val2014_000000576031.jpg,Excitement,Happiness
131,framesdb/images/frame_8bcjgl84a80cguy5.jpg,Anticipation,0.5,0.5,0.6,456,86,622,456,emotic/emotic/images/framesdb/images/frame_8bcjgl84a80cguy5.jpg,Pleasure,Happiness
132,framesdb/images/frame_8bcjgl84a80cguy5.jpg,Anticipation,0.5,0.7,0.6,279,4,475,345,emotic/emotic/images/framesdb/images/frame_8bcjgl84a80cguy5.jpg,Pleasure,Confidence
133,framesdb/images/frame_bwnq9ntic9dpamg2.jpg,Anticipation,0.5,0.4,0.3,267,213,366,353,emotic/emotic/images/framesdb/images/frame_bwnq9ntic9dpamg2.jpg,Anticipation,Sensitivity
134,framesdb/images/frame_6290od7o4jvss70n.jpg,Anticipation,0.5,0.6,0.5,256,187,288,269,emotic/emotic/images/framesdb/images/frame_6290od7o4jvss70n.jpg,Happiness,Affection
135,mscoco/images/COCO_train2014_000000282027.jpg,Anticipation,0.5,0.7,0.7,149,31,295,402,emotic/emotic/images/mscoco/images/COCO_train2014_000000282027.jpg,Excitement,Excitement
136,mscoco/images/COCO_train2014_000000396793.jpg,Anticipation,0.6,0.6,0.7,374,23,467,305,emotic/emotic/images/mscoco/images/COCO_train2014_000000396793.jpg,Anticipation,Excitement
137,mscoco/images/COCO_train2014_000000252375.jpg,Anticipation,0.5,0.7,0.7,38,46,294,384,emotic/emotic/images/mscoco/images/COCO_train2014_000000252375.jpg,Excitement,Excitement
138,mscoco/images/COCO_train2014_000000483078.jpg,Anticipation,0.6,0.7,0.5,248,140,351,360,emotic/emotic/images/mscoco/images/COCO_train2014_000000483078.jpg,Confidence,Anticipation
139,mscoco/images/COCO_train2014_000000509626.jpg,Anticipation,0.5,1.0,0.6,32,78,273,413,emotic/emotic/images/mscoco/images/COCO_train2014_000000509626.jpg,Anticipation,Excitement
